,Longest_Putts_RANK THIS WEEK,Longest_Putts_RANK LAST WEEK,Longest_Putts_PLAYER NAME,Longest_Putts_ROUNDS,Longest_Putts_DISTANCE,Longest_Putts_YEAR/TOURN#,Longest_Putts_ROUND,Longest_Putts_HOLE
801,799,,Peter Lonard,93,"33' 4""",Air Canada,1,12
802,799,,Ernie Els,68,"33' 4""",WGC-Am Express,4,13
803,799,,Steve Flesch,110,"33' 4""",Michelob Champ,1,10
804,799,,Scott Verplank,93,"33' 4""",Buick Challenge,1,8
805,799,,Notah Begay III,76,"33' 4""",So. Farm Bureau,1,16
806,807,,Russ Cochran,68,"33' 3""",Tucson Open,1,17
807,807,,Woody Austin,102,"33' 3""",THE PLAYERS,1,13
808,807,,Tom Lehman,78,"33' 3""",Memorial Tourna,1,17
809,807,,Steve Allan,93,"33' 3""",Advil Western,1,10
810,807,,Tripp Isenhour,68,"33' 3""",Greater Milwauk,1,12
811,807,,Mathew Goggin,64,"33' 3""",Greater Milwauk,1,13
812,807,,Jim Furyk,88,"33' 3""",WGC-NEC Invit'l,2,10
813,807,,Peter Lonard,93,"33' 3""",Air Canada,3,13
814,807,,Hidemichi Tanaka,104,"33' 3""",Tampa Bay,2,18
815,807,,Jim McGovern,46,"33' 3""",Texas Open,1,17
816,817,,Fred Funk,106,"33' 2""",THE PLAYERS,1,14
817,817,,K.J. Choi,93,"33' 2""",Verizon,1,14
818,817,,Mark Calcavecchia,84,"33' 2""",Memorial Tourna,1,11
819,817,,Briny Baird,110,"33' 2""",Memorial Tourna,1,17
820,817,,Esteban Toledo,106,"33' 2""",Reno-Tahoe Open,2,15
821,817,,Mark O'Meara,68,"33' 2""",SEI Pennsylvani,2,16
822,817,,Robert Damron,85,"33' 2""",Disney Classic,4,12
823,824,,Jeff Maggert,83,"33' 1""",Verizon,2,17
824,824,,Brent Geiberger,95,"33' 1""",MasterCard Colo,3,14
825,824,,Robert Allenby,96,"33' 1""",Buick Classic,1,13
826,827,,Mark Calcavecchia,84,"33' 0""",Kemper Ins Open,3,17
827,828,,Jesper Parnevik,85,"32' 11""",MasterCard Colo,3,15
828,828,,Bart Bryant,69,"32' 11""",Greater Milwauk,2,18
829,828,,Kent Jones,105,"32' 11""",Buick Open,1,16
830,828,,Todd Doohan,4,"32' 11""",Bell Canadian O,2,12
831,828,,Craig Parry,69,"32' 11""",WGC-Am Express,1,16
832,828,,Guy Boros,28,"32' 11""",Texas Open,1,15
833,828,,Jesper Parnevik,85,"32' 11""",Disney Classic,1,18
834,828,,Dennis Paulson,89,"32' 11""",Buick Challenge,1,15
835,828,,Jerry Smith,91,"32' 11""",So. Farm Bureau,1,12
836,837,,Phil Mickelson,97,"32' 10""",WORLDCOM,2,13
837,837,,Joey Sindelar,104,"32' 10""",WORLDCOM,1,14
838,837,,Bob Heintz,68,"32' 10""",Air Canada,1,14
839,837,,Craig Barlow,62,"32' 10""",SEI Pennsylvani,1,13
840,837,,Pat Bates,94,"32' 10""",Michelob Champ,4,16
841,837,,Brett Quigley,93,"32' 10""",Buick Challenge,2,18
842,837,,Mike Sposa,111,"32' 10""",So. Farm Bureau,1,15
843,837,,Kenny Perry,98,"32' 10""",THE TOUR Champ,2,8
844,845,,Fulton Allem,64,"32' 9""",Phoenix Open,1,13
845,845,,Kenny Perry,98,"32' 9""",THE PLAYERS,3,13
846,845,,Brent Schwarzrock,28,"32' 9""",Compaq Classic,2,15
847,845,,Steve Jones,71,"32' 9""",Memorial Tourna,1,11
848,845,,Brett Wetterich,89,"32' 9""",Memorial Tourna,2,15
849,845,,Niclas Fasth,29,"32' 9""",WGC-NEC Invit'l,2,16
850,845,,Ricardo Gonzalez,13,"32' 9""",WGC-NEC Invit'l,4,17
851,845,,Billy Mayfair,99,"32' 9""",Michelob Champ,1,11
852,853,,Brad Faxon,93,"32' 8""",WORLDCOM,2,14
853,853,,John Cook,85,"32' 8""",Compaq Classic,4,16
854,853,,Lee Janzen,101,"32' 8""",Verizon,4,17
855,853,,Harrison Frazar,88,"32' 8""",Memorial Tourna,1,15
856,853,,Wayne Grady,12,"32' 8""",Kemper Ins Open,4,13
857,853,,Boo Weekley,57,"32' 8""",Kemper Ins Open,1,17
858,853,,Bryce Molder,65,"32' 8""",SEI Pennsylvani,3,11
859,853,,Niclas Fasth,29,"32' 8""",WGC-Am Express,4,18
860,853,,Kenny Perry,98,"32' 8""",Buick Challenge,3,2
861,853,,Brandt Jobe,94,"32' 8""",Buick Challenge,3,6
862,853,,Chris Riley,104,"32' 8""",Buick Challenge,2,5
863,853,,Ben Crane,91,"32' 8""",Buick Challenge,4,15
864,865,,Tim Herron,102,"32' 7""",Shell Houston,1,5
865,865,,Craig Perks,91,"32' 7""",Buick Classic,1,17
866,865,,Steve Allan,93,"32' 7""",Buick Classic,2,14
867,865,,Adam Scott,32,"32' 7""",Buick Classic,2,14
868,865,,Paul Stankowski,100,"32' 7""",Bell Canadian O,2,17
869,865,,Steve Lowery,98,"32' 7""",Invensys Las V,4,12
870,865,,Vijay Singh,102,"32' 7""",Buick Challenge,4,1
871,872,,Jay Williamson,91,"32' 6""",Tucson Open,1,18
872,872,,Greg Chalmers,94,"32' 6""",Shell Houston,4,13
873,872,,Billy Andrade,100,"32' 6""",Compaq Classic,1,13
874,872,,Dan Forsman,83,"32' 6""",Compaq Classic,3,16
875,872,,Brian Gay,117,"32' 6""",Kemper Ins Open,1,13
876,872,,Neal Lancaster,101,"32' 6""",Greater Milwauk,1,16
877,872,,Pat Bates,94,"32' 6""",Buick Open,4,12
878,872,,John Rollins,124,"32' 6""",Buick Challenge,3,8
879,880,,J.L. Lewis,98,"32' 5""",Phoenix Open,1,13
880,880,,Charles Howell III,118,"32' 5""",THE PLAYERS,2,10
881,880,,Rich Beem,99,"32' 5""",BellSouth Class,1,10
882,880,,John Huston,99,"32' 5""",MasterCard Colo,1,17
883,880,,Phil Tataurangi,88,"32' 5""",Kemper Ins Open,4,16
884,880,,David Morland IV,58,"32' 5""",Canon Greater H,2,16
885,880,,"Jim Gallagher, Jr.",45,"32' 5""",B.C. Open,3,13
886,887,,Greg Chalmers,94,"32' 4""",Phoenix Open,1,17
887,887,,Tom Scherrer,98,"32' 4""",Verizon,3,16
888,887,,David Toms,106,"32' 4""",MasterCard Colo,4,16
889,887,,Kenny Perry,98,"32' 4""",Memorial Tourna,1,17
890,887,,Kelly Gibson,40,"32' 4""",Kemper Ins Open,1,14
891,887,,Olin Browne,107,"32' 4""",Buick Classic,1,14
892,887,,Sean Murphy,6,"32' 4""",FedEx St. Jude,3,18
893,887,,Bradley Hughes,60,"32' 4""",B.C. Open,2,13
894,887,,Chris Smith,103,"32' 4""",Texas Open,1,17
895,887,,Brian Gay,117,"32' 4""",Disney Classic,1,18
896,887,,Garrett Willis,80,"32' 4""",So. Farm Bureau,1,16
897,898,,Joel Edwards,101,"32' 3""",Sony Open,2,16
898,898,,Carlos Franco,107,"32' 3""",Phoenix Open,1,15
899,898,,Mike Sposa,111,"32' 3""",Tucson Open,3,16
900,898,,Hidemichi Tanaka,104,"32' 3""",Bell Canadian O,2,16
901,898,,Davis Love III,92,"32' 3""",Buick Challenge,1,13
902,898,,Pat Bates,94,"32' 3""",Buick Challenge,4,7
903,898,,Willie Wood,44,"32' 3""",So. Farm Bureau,2,15
904,898,,Phil Mickelson,97,"32' 3""",THE TOUR Champ,3,8
905,906,,Chris DiMarco,111,"32' 2""",Bob Hope Chrysl,5,17
906,906,,Steve Pate,64,"32' 2""",Tucson Open,3,16
907,906,,Edward Fryatt,94,"32' 2""",Genuity,3,18
908,906,,Bart Bryant,69,"32' 2""",Compaq Classic,1,14
909,906,,Mark Brooks,97,"32' 2""",MasterCard Colo,4,17
910,906,,Jeff Gallagher,37,"32' 2""",Kemper Ins Open,1,17
911,906,,Brian Gay,117,"32' 2""",Kemper Ins Open,4,17
912,906,,Bradley Hughes,60,"32' 2""",FedEx St. Jude,1,18
913,906,,Blaine McCallister,75,"32' 2""",Air Canada,3,16
914,906,,Brent Geiberger,95,"32' 2""",Invensys Las V,5,10
915,906,,Olin Browne,107,"32' 2""",Buick Challenge,2,8
916,917,,Greg Chalmers,94,"32' 1""",Phoenix Open,1,16
917,917,,Greg Chalmers,94,"32' 1""",Greater Milwauk,3,13
918,917,,Kelly Gibson,40,"32' 1""",John Deere Clas,2,15
919,917,,Justin Leonard,97,"32' 1""",WGC-NEC Invit'l,4,17
920,917,,Franklin Langham,72,"32' 1""",Buick Challenge,2,4
921,917,,John Senden,96,"32' 1""",So. Farm Bureau,1,12
922,923,,Paul Gow,99,"32' 0""",Honda Classic,2,18
923,923,,John Riegger,88,"32' 0""",Advil Western,4,10
924,923,,Mike Heinen,49,"32' 0""",Air Canada,2,15
925,923,,David Ogrin,6,"32' 0""",SEI Pennsylvani,1,13
926,923,,Tripp Isenhour,68,"32' 0""",Texas Open,4,17
927,923,,Per-Ulrik Johansson,87,"32' 0""",Disney Classic,3,16
928,929,,David Gossett,95,"31' 11""",THE PLAYERS,2,16
929,929,,Jesper Parnevik,85,"31' 11""",BellSouth Class,1,13
930,929,,Brett Wetterich,89,"31' 11""",BellSouth Class,4,9
931,929,,Bob Burns,99,"31' 11""",WORLDCOM,3,18
932,929,,Andrew Magee,91,"31' 11""",Canon Greater H,2,18
933,929,,Edward Fryatt,94,"31' 11""",Reno-Tahoe Open,1,15
934,935,,Jeff Maggert,83,"31' 10""",MasterCard Colo,1,14
935,935,,Grant Waite,98,"31' 10""",Air Canada,3,15
936,935,,Robert Allenby,96,"31' 10""",Air Canada,3,18
937,935,,J.J. Henry,112,"31' 10""",Air Canada,4,18
938,935,,Bobby Clampett,2,"31' 10""",Michelob Champ,1,10
939,935,,Jerry Smith,91,"31' 10""",Invensys Las V,2,18
940,941,,Tim Herron,102,"31' 9""",WORLDCOM,1,14
941,941,,Matt Peterson,80,"31' 9""",FedEx St. Jude,4,15
942,941,,Mathew Goggin,64,"31' 9""",B.C. Open,2,16
943,941,,Tim Petrovic,92,"31' 9""",Buick Open,1,13
944,941,,Peter Lonard,93,"31' 9""",WGC-NEC Invit'l,3,15
945,941,,David Frost,90,"31' 9""",Tampa Bay,1,11
946,941,,Esteban Toledo,106,"31' 9""",Texas Open,2,17
947,941,,Ben Crane,91,"31' 9""",Invensys Las V,2,14
948,941,,Jonathan Byrd,96,"31' 9""",Invensys Las V,4,17
949,941,,Rod Pampling,98,"31' 9""",Disney Classic,1,12
950,941,,Curtis Strange,26,"31' 9""",Buick Challenge,1,3
951,952,,Craig Parry,69,"31' 8""",THE PLAYERS,4,17
952,952,,Neal Lancaster,101,"31' 8""",THE PLAYERS,2,17
953,952,,Kenny Perry,98,"31' 8""",BellSouth Class,4,9
954,952,,Chris Smith,103,"31' 8""",WORLDCOM,3,18
955,952,,Phil Mickelson,97,"31' 8""",Compaq Classic,1,16
956,952,,Cameron Beckman,87,"31' 8""",John Deere Clas,3,12
957,952,,Joe Ogilvie,50,"31' 8""",Bell Canadian O,1,13
958,952,,Michael Clark II,97,"31' 8""",Disney Classic,1,14
959,952,,J.J. Henry,112,"31' 8""",Buick Challenge,2,10
960,961,,Mike Sposa,111,"31' 7""",Compaq Classic,2,16
961,961,,Dan Forsman,83,"31' 7""",Buick Open,1,13
962,961,,Mark Calcavecchia,84,"31' 7""",WGC-NEC Invit'l,3,15
963,961,,Geoff Ogilvy,90,"31' 7""",Reno-Tahoe Open,4,16
964,961,,Per-Ulrik Johansson,87,"31' 7""",Michelob Champ,1,11
965,961,,Glen Hnatiuk,95,"31' 7""",Disney Classic,3,14
966,961,,Billy Andrade,100,"31' 7""",Buick Challenge,3,15
967,968,,Chris Smith,103,"31' 6""",Advil Western,1,15
968,968,,Brian Henninger,66,"31' 6""",John Deere Clas,3,16
969,968,,Scott McCarron,106,"31' 6""",WGC-NEC Invit'l,3,18
970,968,,David Peoples,105,"31' 6""",Reno-Tahoe Open,2,15
971,968,,Soren Hansen,16,"31' 6""",WGC-Am Express,2,14
972,968,,John Daly,62,"31' 6""",Tampa Bay,1,16
973,974,,Olin Browne,107,"31' 5""",MasterCard Colo,4,17
974,974,,David Peoples,105,"31' 5""",Memorial Tourna,1,15
975,974,,Dennis Paulson,89,"31' 5""",Buick Open,2,15
976,974,,Len Mattiace,106,"31' 5""",WGC-NEC Invit'l,4,16
977,974,,Peter Lonard,93,"31' 5""",WGC-NEC Invit'l,4,14
978,974,,Garrett Willis,80,"31' 5""",Texas Open,2,14
979,974,,Chris Smith,103,"31' 5""",Buick Challenge,3,17
980,981,,Fred Funk,106,"31' 4""",Bob Hope Chrysl,5,15
981,981,,Brandel Chamblee,85,"31' 4""",Phoenix Open,3,17
982,981,,Shigeki Maruyama,87,"31' 4""",Tucson Open,1,16
983,981,,Fred Funk,106,"31' 4""",Shell Houston,2,13
984,981,,Charles Howell III,118,"31' 4""",Compaq Classic,3,16
985,981,,Richard Zokol,53,"31' 4""",Buick Classic,4,18
986,981,,Spike McRoy,69,"31' 4""",Canon Greater H,2,13
987,981,,Jerry Smith,91,"31' 4""",Greater Milwauk,1,17
988,981,,Matt Kuchar,82,"31' 4""",Air Canada,1,16
989,981,,Derek Gillespie,6,"31' 4""",Bell Canadian O,2,15
990,981,,Fulton Allem,64,"31' 4""",Michelob Champ,1,10
991,981,,David Duval,78,"31' 4""",Michelob Champ,4,11
992,981,,Glen Day,107,"31' 4""",Invensys Las V,4,18
993,981,,Olin Browne,107,"31' 4""",Buick Challenge,4,4
994,981,,Notah Begay III,76,"31' 4""",Buick Challenge,4,9
995,996,,Joel Edwards,101,"31' 3""",Canon Greater H,1,18
996,996,,Steve Elkington,82,"31' 3""",Advil Western,4,10
997,996,,Kelly Gibson,40,"31' 3""",B.C. Open,1,15
998,996,,Jim Carter,98,"31' 3""",Reno-Tahoe Open,1,14
